Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,SelfX,SelfY,SelfZ
8811,19.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.02,0.00,12.02
8812,19.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.02,0.00,12.02
8813,19.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.03,0.00,12.03
8814,19.01,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.03,0.00,12.03
8815,19.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.03,0.00,12.03
8816,19.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.04,0.00,12.04
8817,19.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.04,0.00,12.04
8818,19.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.04,0.00,12.04
8819,19.02,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.04,0.00,12.04
8820,19.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.05,0.00,12.05
8821,19.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.05,0.00,12.05
8822,19.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.05,0.00,12.05
8823,19.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.06,0.00,12.06
8824,19.03,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.06,0.00,12.06
8825,19.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.06,0.00,12.06
8826,19.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.06,0.00,12.06
8827,19.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.07,0.00,12.07
8828,19.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.07,0.00,12.07
8829,19.04,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.07,0.00,12.07
8830,19.05,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.08,0.00,12.08
8831,19.05,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.08,0.00,12.08
8832,19.05,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.08,0.00,12.08
8833,19.05,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.08,0.00,12.08
8834,19.05,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.09,0.00,12.09
8835,19.06,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.09,0.00,12.09
8836,19.06,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.09,0.00,12.09
8837,19.06,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.10,0.00,12.10
8838,19.06,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.10,0.00,12.10
8839,19.06,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.10,0.00,12.10
8840,19.07,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.10,0.00,12.10
8841,19.07,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.11,0.00,12.11
8842,19.07,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.11,0.00,12.11
8843,19.07,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.11,0.00,12.11
8844,19.08,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.12,0.00,12.12
8845,19.08,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.13,0.00,12.13
8846,19.08,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.13,0.00,12.13
8847,19.08,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.13,0.00,12.13
8848,19.09,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.14,0.00,12.14
8849,19.09,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.14,0.00,12.14
8850,19.09,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.14,0.00,12.14
8851,19.09,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.15,0.00,12.15
8852,19.09,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.15,0.00,12.15
8853,19.10,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.15,0.00,12.15
8854,19.10,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.16,0.00,12.16
8855,19.10,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.16,0.00,12.16
8856,19.10,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.16,0.00,12.16
8857,19.11,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.17,0.00,12.17
8858,19.11,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.17,0.00,12.17
8859,19.11,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.17,0.00,12.17
8860,19.11,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.18,0.00,12.18
8861,19.11,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.18,0.00,12.18
8862,19.12,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.18,0.00,12.18
8863,19.12,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.18,0.00,12.18
8864,19.12,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.19,0.00,12.19
8865,19.12,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.19,0.00,12.19
8866,19.13,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.19,0.00,12.19
8867,19.13,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.20,0.00,12.20
8868,19.13,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.20,0.00,12.20
8869,19.13,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.20,0.00,12.20
8870,19.13,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.20,0.00,12.20
8871,19.14,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.21,0.00,12.21
8872,19.14,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.21,0.00,12.21
8873,19.14,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.22,0.00,12.22
8874,19.14,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.22,0.00,12.22
8875,19.15,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.22,0.00,12.22
8876,19.15,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.22,0.00,12.22
8877,19.15,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.23,0.00,12.23
8878,19.15,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.23,0.00,12.23
8879,19.15,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.23,0.00,12.23
8880,19.16,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.24,0.00,12.24
8881,19.16,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.24,0.00,12.24
8882,19.16,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.24,0.00,12.24
8883,19.16,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.25,0.00,12.25
8884,19.17,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.25,0.00,12.25
8885,19.17,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.25,0.00,12.25
8886,19.17,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.26,0.00,12.26
8887,19.17,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.26,0.00,12.26
8888,19.17,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.26,0.00,12.26
8889,19.18,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.26,0.00,12.26
8890,19.18,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.27,0.00,12.27
8891,19.18,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.27,0.00,12.27
8892,19.18,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.27,0.00,12.27
8893,19.18,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.28,0.00,12.28
8894,19.19,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.28,0.00,12.28
8895,19.19,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.28,0.00,12.28
8896,19.19,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.29,0.00,12.29
8897,19.19,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.29,0.00,12.29
8898,19.19,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.29,0.00,12.29
8899,19.20,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.29,0.00,12.29
8900,19.20,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.30,0.00,12.30
8901,19.20,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.30,0.00,12.30
8902,19.20,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.30,0.00,12.30
8903,19.20,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.31,0.00,12.31
8904,19.21,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.31,0.00,12.31
8905,19.21,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.31,0.00,12.31
8906,19.21,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.31,0.00,12.31
8907,19.21,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.32,0.00,12.32
8908,19.21,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.32,0.00,12.32
8909,19.22,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.32,0.00,12.32
8910,19.22,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.33,0.00,12.33
8911,19.22,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.33,0.00,12.33
8912,19.22,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.33,0.00,12.33
8913,19.22,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.33,0.00,12.33
8914,19.23,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.34,0.00,12.34
8915,19.23,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.34,0.00,12.34
8916,19.23,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.34,0.00,12.34
8917,19.23,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.35,0.00,12.35
8918,19.23,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.35,0.00,12.35
8919,19.24,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.35,0.00,12.35
8920,19.24,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.35,0.00,12.35
8921,19.24,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.36,0.00,12.36
8922,19.24,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.36,0.00,12.36
8923,19.24,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.36,0.00,12.36
8924,19.25,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.37,0.00,12.37
8925,19.25,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.37,0.00,12.37
8926,19.25,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.37,0.00,12.37
8927,19.25,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.37,0.00,12.37
8928,19.26,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.38,0.00,12.38
8929,19.26,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.38,0.00,12.38
8930,19.26,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.38,0.00,12.38
8931,19.26,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.39,0.00,12.39
8932,19.26,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.39,0.00,12.39
8933,19.27,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.39,0.00,12.39
8934,19.27,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.40,0.00,12.40
8935,19.27,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.40,0.00,12.40
8936,19.27,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.40,0.00,12.40
8937,19.27,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.40,0.00,12.40
8938,19.28,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.41,0.00,12.41
8939,19.28,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.41,0.00,12.41
8940,19.28,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.41,0.00,12.41
8941,19.28,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.42,0.00,12.42
8942,19.29,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.42,0.00,12.42
8943,19.29,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.42,0.00,12.42
8944,19.29,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.43,0.00,12.43
8945,19.29,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.43,0.00,12.43
8946,19.29,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.43,0.00,12.43
8947,19.30,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.43,0.00,12.43
8948,19.30,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.44,0.00,12.44
8949,19.30,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.44,0.00,12.44
8950,19.30,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.44,0.00,12.44
8951,19.30,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.45,0.00,12.45
8952,19.31,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.45,0.00,12.45
8953,19.31,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.45,0.00,12.45
8954,19.31,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.45,0.00,12.45
8955,19.31,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.46,0.00,12.46
8956,19.31,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.46,0.00,12.46
8957,19.32,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.46,0.00,12.46
8958,19.32,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.47,0.00,12.47
8959,19.32,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.47,0.00,12.47
8960,19.32,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.47,0.00,12.47
8961,19.32,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.48,0.00,12.48
8962,19.33,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.48,0.00,12.48
8963,19.33,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.48,0.00,12.48
8964,19.33,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.48,0.00,12.48
8965,19.33,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.49,0.00,12.49
8966,19.34,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.49,0.00,12.49
8967,19.34,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.49,0.00,12.49
8968,19.34,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.50,0.00,12.50
8969,19.34,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.50,0.00,12.50
8970,19.34,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.50,0.00,12.50
8971,19.35,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.51,0.00,12.51
8972,19.35,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.51,0.00,12.51
8973,19.35,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.51,0.00,12.51
8974,19.35,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.52,0.00,12.52
8975,19.36,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.52,0.00,12.52
8976,19.36,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.52,0.00,12.52
8977,19.36,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.52,0.00,12.52
8978,19.36,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.53,0.00,12.53
8979,19.36,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.53,0.00,12.53
8980,19.37,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.53,0.00,12.53
8981,19.37,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.54,0.00,12.54
8982,19.37,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.54,0.00,12.54
8983,19.37,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.54,0.00,12.54
8984,19.37,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.55,0.00,12.55
8985,19.38,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.55,0.00,12.55
8986,19.38,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.55,0.00,12.55
8987,19.38,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.55,0.00,12.55
8988,19.38,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.56,0.00,12.56
8989,19.38,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.56,0.00,12.56
8990,19.39,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.56,0.00,12.56
8991,19.39,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.57,0.00,12.57
8992,19.39,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.57,0.00,12.57
8993,19.39,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.57,0.00,12.57
8994,19.39,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.57,0.00,12.57
8995,19.40,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.58,0.00,12.58
8996,19.40,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.58,0.00,12.58
8997,19.40,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.58,0.00,12.58
8998,19.40,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.59,0.00,12.59
8999,19.41,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.59,0.00,12.59
9000,19.41,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.59,0.00,12.59
9001,19.41,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.60,0.00,12.60
9002,19.41,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.60,0.00,12.60
9003,19.41,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.60,0.00,12.60
9004,19.42,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.60,0.00,12.60
9005,19.42,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.61,0.00,12.61
9006,19.42,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.61,0.00,12.61
9007,19.42,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.61,0.00,12.61
9008,19.42,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.62,0.00,12.62
9009,19.43,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.62,0.00,12.62
9010,19.43,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.62,0.00,12.62
9011,19.43,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.63,0.00,12.63
9012,19.43,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.63,0.00,12.63
9013,19.44,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.63,0.00,12.63
9014,19.44,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.64,0.00,12.64
9015,19.44,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.64,0.00,12.64
9016,19.44,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.64,0.00,12.64
9017,19.45,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.65,0.00,12.65
9018,19.45,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.65,0.00,12.65
9019,19.45,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.65,0.00,12.65
9020,19.45,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.66,0.00,12.66
9021,19.46,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.66,0.00,12.66
9022,19.46,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.66,0.00,12.66
9023,19.46,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.67,0.00,12.67
9024,19.46,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.67,0.00,12.67
9025,19.46,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.67,0.00,12.67
9026,19.47,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.67,0.00,12.67
9027,19.47,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.68,0.00,12.68
9028,19.47,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.68,0.00,12.68
9029,19.47,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.68,0.00,12.68
9030,19.47,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.69,0.00,12.69
9031,19.48,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.69,0.00,12.69
9032,19.48,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.69,0.00,12.69
9033,19.48,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.70,0.00,12.70
9034,19.48,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.70,0.00,12.70
9035,19.49,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.70,0.00,12.70
9036,19.49,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.71,0.00,12.71
9037,19.49,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.71,0.00,12.71
9038,19.49,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.71,0.00,12.71
9039,19.49,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.72,0.00,12.72
9040,19.50,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.72,0.00,12.72
9041,19.50,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.72,0.00,12.72
9042,19.50,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.73,0.00,12.73
9043,19.50,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.73,0.00,12.73
9044,19.51,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.73,0.00,12.73
9045,19.51,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.74,0.00,12.74
9046,19.51,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.74,0.00,12.74
9047,19.51,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.74,0.00,12.74
9048,19.52,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.75,0.00,12.75
9049,19.52,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.75,0.00,12.75
9050,19.52,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.75,0.00,12.75
9051,19.52,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.75,0.00,12.75
9052,19.52,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.76,0.00,12.76
9053,19.53,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.76,0.00,12.76
9054,19.53,AgentPrefab,Agent,MoveState,Attacking,Goal,20.00,0.00,20.00,12.76,0.00,12.76
